what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1433652476253
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1433652477439
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1433652522174
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1433652523072
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.refresh",1433652524840
activated,editor,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1433652527325
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1433652543029
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1433652564549
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1433652565479
executed,command,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.launchShortcut.run",1433652567241
opened,editor,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser.editor",1433652567382
activated,editor,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser.editor",1433652567405
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1433652570468
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1433652581390
activated,editor,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1433652584052
closed,editor,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser.editor",1433652584052
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1433652604054
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1433652605248
executed,command,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.launchShortcut.run",1433652607063
opened,editor,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser.editor",1433652607204
activated,editor,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser.editor",1433652607227
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1433652608133
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1433652623101
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1433652624398
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1433652624469
activated,editor,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1433652625102
closed,editor,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser.editor",1433652625102
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1433652628927
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1433652629656
executed,command,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.launchShortcut.run",1433652632272
opened,editor,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser.editor",1433652632387
activated,editor,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser.editor",1433652632411
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1433652633060
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1433652635908
activated,editor,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1433652637590
closed,editor,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser.editor",1433652637591
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1433652638366
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1433652675405
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1433652675620
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1433652675688
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1433652676435
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1433652678366
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1433652679004
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1433652681887
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1433652690713
