what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1433819552053
activated,editor,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1433819553176
closed,editor,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser.editor",1433819553176
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1433819555677
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1433819556583
executed,command,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.launchShortcut.run",1433819558937
opened,editor,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser.editor",1433819559063
activated,editor,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser.editor",1433819559088
error,log,,,"Core exception while retrieving the content description",1433819559518
error,log,,,"Core exception while retrieving the content description",1433819559519
error,log,,,"Core exception while retrieving the content description",1433819559521
error,log,,,"Core exception while retrieving the content description",1433819559523
error,log,,,"Core exception while retrieving the content description",1433819559524
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1433819560320
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1433819560813
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1433819575940
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1433819576606
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1433819576899
activated,editor,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1433819577996
closed,editor,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser.editor",1433819577996
