what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.refresh",1433485035389
executed,command,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.launchShortcut.run",1433485039074
opened,editor,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser.editor",1433485039193
activated,editor,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser.editor",1433485039220
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1433485041967
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1433485042878
activated,editor,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1433485044238
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1433485051924
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1433485056991
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1433485059878
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1433485061154
executed,command,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.launchShortcut.run",1433485065209
opened,editor,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser.editor",1433485065329
activated,editor,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser.editor",1433485065358
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1433485068558
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1433485069238
activated,editor,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1433485077149
closed,editor,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser.editor",1433485077149
closed,editor,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser.editor",1433485078036
closed,editor,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser.editor",1433485079684
closed,editor,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser.editor",1433485081268
closed,editor,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser.editor",1433485082740
activated,editor,org.eclipse.wst.html.ui,1.0.602.v201202091936,"org.eclipse.wst.html.core.htmlsource.source",1433485087768
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1433485101142
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1433485102989
executed,command,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.launchShortcut.run",1433485105353
opened,editor,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser.editor",1433485105484
activated,editor,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser.editor",1433485105512
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1433485109638
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1433485110773
activated,editor,org.eclipse.wst.html.ui,1.0.602.v201202091936,"org.eclipse.wst.html.core.htmlsource.source",1433485121290
closed,editor,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser.editor",1433485121290
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1433485132181
activated,editor,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1433485134350
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1433485154318
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1433485329429
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1433485339283
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1433485377388
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1433485396572
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1433485398812
executed,command,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.launchShortcut.run",1433485401910
opened,editor,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser.editor",1433485402036
activated,editor,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser.editor",1433485402064
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1433485405301
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1433485406308
activated,editor,org.eclipse.wst.html.ui,1.0.602.v201202091936,"org.eclipse.wst.html.core.htmlsource.source",1433485408007
activated,editor,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1433485408984
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1433485499314
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1433485540450
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1433485695513
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1433485736023
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1433485860808
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1433485938174
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1433485983928
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1433485990473
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1433486001767
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1433486005638
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.refresh",1433486008118
activated,editor,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1433486015806
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1433486025442
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1433486027771
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1433486030231
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1433486040454
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1433486073951
