what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser.editor",1433481316311
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1433481316444
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1433481333834
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1433481334565
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1433481336254
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.selectAll",1433481341545
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.selectAll",1433481341761
activated,view,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.ui.ServersView",1433481344082
executed,command,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.stop",1433481344123
activated,editor,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser.editor",1433481345767
activated,editor,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1433481349392
closed,editor,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser.editor",1433481349392
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.RunLast",1433481350883
opened,editor,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser.editor",1433481353297
activated,editor,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser.editor",1433481353332
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1433481353469
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1433481354928
activated,editor,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1433481366623
closed,editor,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser.editor",1433481366623
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1433481368262
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1433481380819
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.RunLast",1433481382656
opened,editor,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser.editor",1433481382745
activated,editor,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser.editor",1433481382780
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1433481382929
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1433481386892
activated,view,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.ui.ServersView",1433481391274
executed,command,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.stop",1433481392531
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1433481394856
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1433481420685
activated,editor,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser.editor",1433481422070
activated,editor,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1433481422120
closed,editor,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser.editor",1433481422120
activated,view,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.ui.ServersView",1433481426663
activated,editor,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1433481430458
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.RunLast",1433481431574
opened,editor,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser.editor",1433481434121
activated,editor,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser.editor",1433481434155
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1433481434287
