what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1433482365231
activated,editor,org.eclipse.wst.html.ui,1.0.602.v201202091936,"org.eclipse.wst.html.core.htmlsource.source",1433482366773
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1433482381722
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1433482400215
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1433482440442
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1433482441966
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1433482445183
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1433482446903
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1433482447310
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1433482451583
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1433482458031
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1433482459494
executed,command,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.launchShortcut.run",1433482462908
opened,editor,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser.editor",1433482463002
activated,editor,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser.editor",1433482463027
activated,editor,org.eclipse.wst.html.ui,1.0.602.v201202091936,"org.eclipse.wst.html.core.htmlsource.source",1433482467277
closed,editor,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser.editor",1433482467277
activated,editor,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1433482472950
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1433482493983
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1433482496751
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1433482510063
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1433482534284
